2738872911,colombia internacional,0121-5612
2738986268,journal of oral diseases,2314-6516
2739149530,historia da educacao,1414-3518
2739403088,cadernos de educacao tecnologia e sociedade,2316-9907
2739427386,revista brasileira de gestao e inovacao,
2751295548,rinsho shinkeigaku clinical neurology,
2754140220,general dentistry,0363-6771
2754336074,quaderni di clinica ostetrica e ginecologica,0033-491X
2754765231,the journal of health administration education,0735-6722
2755141931,deutsches medizinisches journal,0012-1320
2755150547,communicable disease and public health,1462-1843
2755930182,ophthalmic surgery,0022-023X
2755945884,medicinski arhiv,
2764353760,ecological science,1008-8873
2764358563,the journal of heart transplantation,0887-2570
2764361404,global angle,1881-1701
2764365476,transactions european orthodontic society,
2764373057,the behavioral development bulletin,1942-0722
2764376341,huazhong normal university journal of postgraduates,
2764384131,world journal of agricultural sciences,1817-3047
2764409646,asian anthropology,1683-478X
2764457210,international journal of automation and power engineering,2161-5055
2764470346,irish forestry,0021-1192
2764476903,journal of broadcasting,0021-938X
2764479625,sci teacher,
2764484635,american journal of noninvasive cardiology,0258-4425
2764501083,national medical frontiers of china,
2764511041,transport of the urals,
2764522868,ceas aeronautical journal,1869-5582
2764547881,metallic materials,
2764555648,aequitas virtual,0327-8972
2764555861,malaysian online journal of educational sciences,2289-3024
2764559401,journal of biomedical graphics and computing,1925-4008
2764559724,path of science,
2764569991,torrential rain and disasters,
2764587835,application research of computers,
2764597592,pakistan journal of engineering and applied sciences,1995-1302
2764603350,geophysical and geochemical exploration,
2764603837,researches in organic geochemistry,1344-9915
2764610818,screen education,1449-857X
2764611677,convergence an international journal of adult education,
2764620784,sensoria a journal of mind brain and culture,
2764625199,the journal of critical analysis,
2764629369,study on communications,
2764629744,namta journal,1522-9734
2764665956,china cotton,
2764680446,risk and decision analysis,1569-7371
2764691556,case reports in pathology,2090-679X
2764693422,bulletin of pure & applied sciences mathematics and statistics,0970-6577
2764694612,nuclear energy and technology,2452-3038
2764699240,international journal of sensor networks and data communications,2090-4878
2764699309,eurasia journal of mathematics science and technology education,1305-8223
2764711589,journal of human ergology,0300-8134
2764723698,food research institute studies,0193-9025
2764726785,the korean journal of school psychology,1738-463X
2764740112,tianjin metallurgy,
2764747383,highway research board roadside development committee reports,
2764781853,umtri research review,0739-7100
2764789381,the australasian catholic record,0727-3215
2764791592,elementary english,0013-5968
2764803500,china journal of chinese ophthalmology,
2764826250,journal of xichang teachers college,
2764863394,africagrowth agenda,1811-5187
2764875888,selected works in organic chemistry,
2764880362,guide of china medicine,
2764929818,vestnik of the omsk law academy,
2764930277,journal of the national association of college admissions counselors,
2764942595,journal of community medicine & health education,2161-0711
2764943962,uniandes episteme,1390-7514
2764945993,european journal of pragmatism and american philosophy,2036-4091
2764977286,american journal of reproductive immunology and microbiology ajrim,8755-8920
2764990756,journal of guangzhou finance & trade management institute,
2764991104,journal of naval university of engineering,
2765026778,labour education,0378-5467
2765027970,nigerian journal of biotechnology,0189-1731
2765041985,journal of inner mongolia normal university,1001-7623
2765067880,journal of wuhu vocational institute of technology,
2898281151,clinical nutrition experimental,2352-9393
2898601686,remote sensing applications society and environment,2352-9385
2913250823,international journal on smart sensing and intelligent systems,1178-5608
1145265,journal of constructivist psychology,1072-0537
3593958,international journal of disaster resilience in the built environment,1759-5908
4950362,current herpetology,1345-5834
7584916,journal of human movement studies,0306-7297
7773033,macromolecular symposia,1022-1360
9291305,the open bioactive compounds journal,1874-8473
23465295,journal of song yuan studies,1059-3152
24290265,health services and outcomes research methodology,1387-3741
25293849,the faseb journal,0892-6638
27247405,journal of intensive care medicine,0885-0666
29243050,the scientific world journal,1537-744X
31381503,international journal of innovation and regional development,
34966862,law innovation and technology,1757-9961
36304393,international journal of electronics,0020-7217
41840296,journal of agricultural meteorology,0021-8588
42192170,international tax and public finance,0927-5940
44378360,journal of astrophysics and astronomy,0250-6335
49831067,cancer treatment reviews,0305-7372
51087889,psychological injury and law,1938-971X
57535960,physchemcomm,1460-2733
64175637,journal of theoretical politics,0951-6298
67703274,journal of religion & health,0022-4197
68896684,optics news,0098-907X
73024538,journal of database management,1063-8016
80375752,current issues in auditing,1936-1270
81664891,journal of shanghai university (english edition),
82020973,the antidote,
82921778,tijdschrift voor gezondheidsrecht,
84268765,the journal of positive psychology,
84590487,journal of human lactation,0890-3344
85107651,neurologia i neurochirurgia polska,0028-3843
86935525,doboku gakkai ronbunshuu a,1880-6023
90019373,pacific economic bulletin,0817-8038
90160718,journal of genetic psychology,0022-1325
90259781,soil science,0038-075X
92316360,earth surface processes and landforms,0197-9337
92858060,sociotechnica,1349-0184
98137347,conservation biology,0888-8892
100621616,systems analysis modelling simulation,0232-9298
101903569,national municipal review,0190-3799
102424854,alcohol and alcoholism,0735-0414
104549433,journal of dynamical and control systems,1079-2724
105010142,comparative and continental philosophy,1757-0638
105282323,reports on progress in physics,0034-4885
108064696,journal of ecotourism,1472-4049
109884595,fisheries science,0919-9268
113844863,omega international journal of management science,
114429563,south african journal of animal science,0375-1589
114689480,journal of molecular medicine,0946-2716
115443327,applied geography,0143-6228
116127022,functional materials,1027-5495
116469108,american nineteenth century history,1466-4658
116955675,asia pacific financial markets,1387-2834
118118078,pharmacochemistry library,0165-7208
122156703,advances in the study of entrepreneurship innovation & economic growth,
123423509,entomological news,0013-872X
124017082,gesnerus swiss journal of the history of medicine and sciences,0016-9161
127769916,russian journal of inorganic chemistry,0036-0236
129439886,pharmacological research communications,0031-6989
136809933,public performance & management review,1530-9576
140455145,interfaces,0092-2102
144578311,pediatric pulmonology,1099-0496
148057132,agricultural administration and extension,0269-7475
149154296,african journal of international affairs and development,1117-272X
150072804,interdisciplinary environmental review,
150176226,plating and surface finishing,0360-3164
151931050,chemical engineering progress,0360-7275
160410449,pepperdine law review,0092-430X
161160597,siam journal on applied dynamical systems,1536-0040
164882405,international journal of water resources development,0790-0627
169733112,journal of basic microbiology,0233-111X
172477885,annals of pure and applied logic,0168-0072
181318168,journal of integrated care,1476-9018
183160165,gruppendynamik und organisationsberatung,1618-7849
184365670,genetics selection evolution,0999-193X
187163922,israel journal of psychiatry and related sciences,0333-7308
187785772,journal of the society of archivists,2325-7962
190806635,mitteilungen des kunsthistorischen institutes in florenz,
195553029,ocean dynamics,1616-7228
197366953,bookbird a journal of international children s literature,0006-7377
200437886,bmc public health,1471-2458
200903795,fractal revista de psicologia,
202664421,transforming anthropology,1051-0559
204469263,journal of experimental animal science,0939-8600
206928812,journal of visual languages and computing,1045-926X
961333017,journal of political & military sociology,0047-2697
997863883,raritan a quarterly review,0275-1607
1024877810,the journal of defense modeling and simulation,1548-5129
1028765246,youth justice,1473-2254
1045293362,problems of onomastics,
2479175659,journal of homotopy and related structures,2193-8407
2487656537,computational visual media,2096-0433
2595193159,frontiers in energy research,2296-598X
2736366396,liber quarterly the journal of european research libraries,2213-056X
2736408784,praxis & saber,2216-0159
2736521255,diseases,2079-9721
2736614976,modapalavra e periodico,1982-615X
2737251658,latin american economic review,2196-436X
2737532450,desenvolve revista de gestao do unilasalle,
2737541009,international journal of information systems and project management,2182-7796
2737566693,journal of social ontology,2196-9663
2737626955,bibliothecae it,2280-7934
2737945536,euroeconomica,1582-8859
2737947834,em pauta teoria social e realidade contemporânea,1414-8609
2738191309,cadernos do lepaarq,1806-9118
2738581616,international journal of power electronics and drive systems,2088-8694
2738939931,autonomies revista catalana de dret public,
2738965793,revista de gestao em sistemas de saude,2316-3712
2739080197,life sciences society and policy,2195-7819
2739207012,data curation profiles directory,2326-6651
2739210788,kafa ah journal of gender studies,2356-0894
2739302320,epistemus,1853-0494
2751136848,voenno meditsinskii zhurnal,0026-9050
2752854997,studies in health technology and informatics,
2753995457,california medicine,0008-1264
2754529065,archivio italiano delle malattie dell apparato digerente,0004-0215
2755506846,jaapa official journal of the american academy of physician assistants,
2756464912,prensa medica argentina,0032-745X
2764343864,american secondary education,0003-1003
2764357854,theoretical and experimental plant physiology,2197-0025
2764360076,storage and process,
2764366681,european coatings journal,0930-3847
2764376570,agricultural economic report series,
2764388112,international journal of user driven healthcare,2156-1818
2764390966,journal of ship production,1542-0469
2764402720,the journal of psychiatry & law,0093-1853
2764411446,inland earthquake,
2764414016,journal of applied glycoscience,1344-7882
2764414454,transportation research board unpublished report,
2764419506,american journal of electrical and electronic engineering,2328-7357
2764422276,journal of yueyang normal university,
2764423262,international journal of academic research in progressive education and development,
2764426614,the journal of caribbean history,0047-2263
2764429379,journal of qinghai university,
2764439511,china geology & mining economy,
2764457588,resources in education,0098-0897
2764471594,fudan journal of the humanities and social sciences,1674-0750
2764472783,mining and metallurgy engineering bor,2334-8836
2764481197,the journal of engineering research,
2764486499,the korean society of sports science,1226-0258
2764502095,world academy of science engineering and technology international journal of architectural and environmental engineering,
2764544266,the journal of future early childhood education,
2764548042,cardiovascular and hematological disorders drug targets,1871-529X
2764549266,vietnam social sciences,1013-4328
2764560049,korean feminist philosophy,1975-0013
2764570150,the romanic review,0035-8118
2764585203,international journal of environmental health engineering,2277-9183
2764600621,cupa journal,1046-9508
2764614539,internet journal of medical update ejournal,
2764620100,quarterly journal of the royal astronomical society,0035-8738
2764630493,health information management journal of the health information management association of australia,1833-3583
2764631370,cancer biochemistry biophysics,0305-7232
2764649661,african diaspora journal of mathematics new series,1539-854X
2764650057,international letters of chemistry physics and astronomy,2299-3843
2764652795,chinese health resources,
2764663620,journal of xianning college,
2764666810,journal of developing drugs,2329-6631
2764671007,advances in clinical medicine,2161-8712
2764676407,the joint commission journal on quality and patient safety,
2764693478,chinese biodiversity,
2764696199,journal of ningxia medical college,
2764712694,international journal of biotechnology for wellness industries,1927-3037
2764725516,corrective and social psychiatry and journal of behavior technology methods and therapy,0093-1551
2764739176,acs biomaterials science & engineering,2373-9878
2764740151,european journal of business and economics,1804-5839
2764743732,hvm bioflux,2066-7655
2764755854,chinese journal of otorhinolaryngology skull base surgery,
2764760624,orthodontic update,1756-6401
2764771299,psychoanalysis and the psychoanalytic review,0885-7830
2764771562,rhetoric and public affairs,1094-8392
2764776840,communications in psychopharmacology,0145-5699
2764781121,cybergeo european journal of geography,
2764784775,journal of clinical outcomes management,1079-6533
2764788884,journal of hospital dental practice,0022-1600
2764793128,chinese journal of medicine,1680-077X
2764796954,agriculture update,0973-1520
2764802622,journal of clinical medicine in practice,
2764809656,journal fur reproduktionsmedizin und endokrinologie journal of reproductive medicine and endocrinology,1810-2107
2764812333,for the learning of mathematics,
2764823199,brock education journal,1183-1189
2764866225,advances in the social sciences,
2764867291,journal of hunan radio and television university,
2764875742,international journal of applied physics and mathematics,2010-362X
2764886255,dokkyo journal of medical sciences,0385-5023
2764887736,mgbakoigba journal of african studies,2346-7126
2764895355,american association of industrial nurses journal,0098-6097
2764910558,culture agriculture food and environment,2153-9553
2764911749,journal of minxi vocational and technical college,
2764948481,nursing quality connection,1055-6818
2764961466,journal of hubei radio & televison university,
2764975467,journal of the southern orthopaedic association,1059-1052
2764981460,medical science monitor basic research,2325-4394
2764984416,monographs in allergy,0077-0760
2764985260,distinktion scandinavian journal of social theory,
2764991554,building energy efficiency,
2765038900,henan petroleum,
2765039275,shandong machinery,
2765049204,automotive fleet,0005-1519
2765067646,sessile organisms,1342-4181
2765077152,journal of science technology and humanities,1685-6600
2898181366,international journal of museum management and curatorship,0260-4779
2898218651,georesj,2214-2428
2898267469,translational research in anatomy,2214-854X
500190,reviews in medical microbiology,0954-139X
3204633,plant growth regulation,0167-6903
4306308,library journal,0363-0277
6846437,energy and buildings,0378-7788
7560371,information fusion,1566-2535
7851167,genetic testing,1090-6576
9543412,endocrine research,0743-5800
10105944,journal of the autonomic nervous system,
15359176,stratigraphy and geological correlation,0869-5938
16146169,international journal of economic theory,1742-7355
18135458,european journal of sport science,1536-7290
24800950,metal science and heat treatment,0026-0673
26381749,radiographics,0271-5333
27908214,journal of general and applied microbiology,0022-1260
30381306,journal of anthropological research,0091-7710
33108253,journal of bionic engineering,1672-6529
34779677,emc ophtalmologie,
35985632,provincial china,1326-7612
39260535,rock mechanics and rock engineering,0723-2632
42212264,annales d ethiopie,
45099970,senckenbergiana lethaea,0037-2110
47343090,horticulture environment and biotechnology,2211-3452
48499399,european journal of east asian studies,1568-0584
52870972,animal blood groups and biochemical genetics,
53738828,journal of cancer research and therapeutics,1998-4138
54262493,fluctuation and noise letters,0219-4775
58069681,ieee transactions on medical imaging,0278-0062
60406085,geoscientific model development,1991-959X
60560782,plankton and benthos research,1880-8247
61765449,aci materials journal,
67425620,advanced materials research,1022-6680
71191459,european journal of education,0141-8211
73353676,shigen to sozai,
82112532,journal of immunotoxicology,1547-691X
83891556,international journal of technology assessment in health care,0266-4623
88010627,symposium (international) on combustion,
92282528,optimal control applications & methods,0143-2087
92491618,notarzt,0177-2309
93168510,studmed,
95014303,japanese journal of applied statistics,0285-0370
95965737,journal of sports sciences,0264-0414
99587025,engineering science and education journal,0963-7346
100141054,british journal of infection control,1469-0446
100217082,rangifer,0333-256X
103738789,clinical proteomics,1542-6416
103976430,chinese medicine,1749-8546
104075897,chemical industry & chemical engineering quarterly,1451-9372
105165982,therapeutic advances in urology,1756-2872
106907990,philosophical practice journal of the american philosophical practitioners association,
108264783,international journal of mass spectrometry,1387-3806
109301258,neuropraxis,1387-5817
109778710,yakhteh,1561-4921
111533365,canadian journal of african studies,0008-3968
113061761,journal of herbs spices & medicinal plants,1049-6475
113872774,annals of intensive care,2110-5820
115626870,revista de psicologia social,0213-4748
119531219,journal of global positioning systems,
122949266,new zealand journal of agricultural research,0028-8233
125048578,cloning,1520-4553
127857910,sykepleien forskning,
130108588,journal of the optical society of america,1084-7529
132665167,security dialogue,0967-0106
133311047,boletin de la real academia espanola,0210-4822
134484881,discrete event dynamic systems,0924-6703
137554564,journal of hospitality leisure sport & tourism education,1473-8376
142362986,journal of insect behavior,0892-7553
143885324,journal of theoretical medicine,1027-3662
144119502,text & talk,1860-7330
144246672,revista portuguesa de pneumologia,0873-2159
150263959,statistical methods in medical research,0962-2802
150306837,international journal of database management systems,
151078323,icelandic agricultural sciences,1670-567X
151332810,le radium,0370-3223
152760256,chemical communications,1359-7345
157763648,verbum et ecclesia,1609-9982
158797327,ieee communications magazine,0163-6804
160604326,revue de chirurgie orthopedique et reparatrice de l appareil moteur,
167039476,american journal of comparative law,0002-919X
168051025,journal of child sexual abuse,1053-8712
168619152,studia islamica,0585-5292
171968963,applied radiology,0160-9963
172099791,rejecta mathematica,1948-8351
173526857,eure revista latinoamericana de estudios urbano regionales,
174322133,harvard journal on legislation,0017-808X
178791478,indian journal of urology,0970-1591
180776745,university of toronto quarterly,0042-0247
181810612,cardiovascular toxicology,1530-7905
186282544,toxicological sciences,1096-0929
187201833,journal of the chinese medical association,1726-4901
191387813,endocrine journal,0918-8959
192650101,information sciences,0020-0255
206910646,onomazein,0717-1285
1018416614,elelmiszervizsgalati kozlemenyek,0422-9576
2484288132,ieee caa journal of automatica sinica,2329-9266
2486125978,revue scientifique et technique de l office international des epizooties,0253-1933
2500547560,science of advanced materials,1947-2935
2736444559,jurnal ekonomi pembangunan kajian masalah ekonomi dan pembangunan,1411-6081
2736606486,pribory i metody izmerenij,2220-9506
2737122430,microrna diagnostics and therapeutics,2084-6843
2737224959,mediacoes revista de ciencias sociais,1414-0543
2737342854,czech polish historical and pedagogical journal,
2737485440,revista de direito setorial e regulatorio,2446-5259
2737596902,linguagem em (dis)curso,1518-7632
2737658032,midas museus e estudos interdisciplinares,2182-9543
2737892101,journal of applied bioanalysis,2405-710X
2738047661,radovi zavod za hrvatsku povijest,
2738055552,chronophysiology and therapy,2230-2026
2738376856,applied research in health and social sciences interface and interaction,
2738382184,faṣlnāmah i farhang mushavirah va ravān darmānī,2345-6051
2739000471,forum of clinical oncology,1792-345X
2739151488,revista industrial y agricola de tucuman,0370-5404
2753998047,zeitschrift fur medizinische laboratoriumsdiagnostik,0323-5637
2754098265,the journal of nuclear medicine and allied sciences,0392-0208
2754154604,the consultant pharmacist the journal of the american society of consultant pharmacists,
2754345777,suomen laakarilehti finlands lakartidning,0039-5560
2754898140,monatsschrift kinderheilkunde organ der deutschen gesellschaft fur kinderheilkunde,
2755076481,hindustan antibiotics bulletin,0018-1935
2755173222,birth defects original article series,0547-6844
2756215436,online journal of public health informatics,1947-2579
2764348864,journal of public deliberation,1937-2841
2764349214,the journal of technology studies,
2764362007,research & reviews journal of botanical sciences,2320-0189
2764366195,journal of the chemical industry and engineering society of china,
2764366493,journal of the nawdac,
2764398266,review of european administrative law,1874-7973
2764426528,international journal of hospitality and tourism systems,0974-6250
2764463436,the north american actuarial journal,1092-0277
2764473772,the internet journal of neurosurgery,1528-8285
2764476183,china modern doctor,
2764477884,technical communication journal of the society for technical communication,
2764481806,bulletin of the society of scientific photography of japan,
2764483368,chinese journal of minimally invasive neurosargery,
2764494154,china environmental science,1000-6923
2764498254,medychnyi zhurnal,
2764499429,genus international journal of invertebrate taxonomy,0867-1710
2764516522,the journal of cognitive science,
2764538460,ieice technical report nonlinear problems,
2764548593,progress of food and nutrition science,
2764569030,today s surgical nurse,1087-1667
2764572724,polymer mechanics,0032-390X
2764591424,vacuum electronics,
2764592309,yale human rights and development journal,
2764592987,journal of tianjin normal university,
2764598782,konica minolta technology report,
2764602663,journal of dermatology and cosmetic,
2764620972,international journal of institutional management in higher education,
2764626418,journal of qingdao hotel management college,
2764626758,multiple voices for ethnically diverse exceptional learners,1547-1888
2764627590,jordan journal of biological sciences,1995-6673
2764643167,studies in african linguistics,0039-3533
2764648887,progressive agriculture in arizona,
2764665428,journal of entrepreneurship management and innovation,2299-7326
2764679145,mhd supply chain solutions,
2764681557,journal of xi an aeronautical university,
2764685691,international journal of statistics and applications,2168-5215
2764688611,journal of information technology case and application research,1522-8053
2764689668,journal of oral hygiene & health,2332-0702
2764693548,nihon shokuhin biseibutsu gakkai zasshi,
2764693939,occupational health,
2764696161,southern african business review,1998-8125
2764698366,journal of changchun university of technology,
2764699763,international journal of academic research and development,
2764710825,plant diversity and resources,2095-0845
2764744530,geography bulletin,0156-9236
2764752751,spindizzy labs,
2764759969,journal of guiyang medical college,1000-2707
2764769346,journal of henan institute of science and technology,
2764773721,cancer research and clinic,1006-9801
2764780593,voprosy economiki,0042-8736
2764803003,journal scientific and technical of information technologies mechanics and optics,2226-0373
2764806997,animal nutrition,2405-6383
2764810372,literature and information on preventive,
2764818442,pomeranian journal of life sciences,2450-4637
2764818498,journal of hebei institute of architecture and civil engineering,
2764824360,legon journal of the humanities,0855-1502
2764828135,radiological health data and reports,0033-8400
2764847900,international business education review,
2764854366,educational practice and theory,1323-577X
2764892055,seoul journal of economics,1225-0279
2764892329,asian journal of atmospheric environment,1976-6912
2764920166,journal of southeast china national defence medical science,
2764986950,energy saving of non ferrous metallurgy,
2764999541,iranian journal of mathematical chemistry,2008-9015
2765003524,journal of criminal justice and security,2232-2981
2765003653,letters in biotechnology,
2765005814,trace elements in medicine,0174-7371
2765007279,quality and technical supervision research,
2765012585,journal of dental anesthesia and pain medicine,2383-9309
2765021908,grb coordinates network,
2765028673,journal of hangzhou normal university,
2765061753,world pipelines,1472-7390
2765061990,journal of astronomical telescopes instruments and systems,2329-4124
2898117752,russian journal of economics,2405-4739
2898398589,translational medicine of aging,2468-5011
2898543550,burns open,2468-9122
2913074404,journal of korean society of environmental engineers,1225-5025
3035657644,cognitive research principles and implications,2365-7464
1244823,plasma chemistry and plasma processing,0272-4324
3569471,iet radar sonar and navigation,1751-8784
4458074,journal of information law and technology,1361-4169
6144335,journal of strategic information systems,0963-8687
7151922,doboku gakkai ronbunshuu f,
8802031,future rheumatology,1746-0816
10584360,kodai mathematical journal,0386-5991
12812927,northwestern journal of technology and intellectual property,1549-8271
14538635,idojaras,0324-6329
26162253,current cancer drug targets,1568-0096
28452599,zeitschrift fur orthopadie und unfallchirurgie,1864-6697
29682561,german history,0266-3554
32664174,planning perspectives,0266-5433
33158414,interface a journal for and about social movements,2009-2431
33781026,new zealand geographer,0028-8144
36361591,drug testing and analysis,1942-7603
39416717,composites,0010-4361
45356120,international journal of mineral processing,0301-7516
49310527,bulletin of the peabody museum of natural history,0079-032X
49931914,reproductive health matters,0968-8080
50128530,classical review,
53056752,international journal of psychology,0020-7594
53807158,journal of cellular biochemistry,0730-2312
54524923,electroencephalography and clinical neurophysiology electromyography and motor control,
57783494,english journal,0013-8274
58729077,asian journal of animal sciences,1819-1878
60341090,infokara,
60797522,continuum mechanics and thermodynamics,0935-1175
61009040,journal of perinatal medicine,0300-5577
67160788,mathematical & computational applications,
68990794,journal of neurobiology,0022-3034
73080522,community college review,0091-5521
77693885,revista complutense de historia de america,1132-8312
77777823,americas,
78919867,the open cardiovascular medicine journal,1874-1924
83557516,canadian journal of chemical engineering,0008-4034
85077419,annals of the royal college of surgeons of england,0035-8843
88603889,new media & society,1461-4448
90596926,new zealand journal of geography,0028-8292
91067379,cardiovascular research,0008-6363
93354060,australian veterinary journal,0005-0423
94160965,journal of management spirituality & religion,
100343354,journal of parenteral and enteral nutrition,0148-6071
101410500,orthopade,0085-4530
106011828,contemporary pragmatism,1572-3429
106546978,thorax,0040-6376
107610167,society of lesbian and gay anthropologists newsletter,
108168800,evaluation in education,0191-765X
108514543,the open biomaterials journal,1876-5025
109281061,journal of systemic therapies,1195-4396
110778218,polish journal of environmental studies,1230-1485
116405997,international journal of numerical methods for heat & fluid flow,0961-5539
121125331,cancer investigation,0735-7907
122544015,intervention,0713-4290
125052915,journal of prisoners on prisons,0838-164X
125735781,written language and literacy,1387-6732
129060628,diabetes,0012-1797
131235000,syria,0039-7946
132244886,nova hedwigia,0029-5035
134656008,orbis litterarum,0105-7510
136204887,budhi a journal of ideas and culture,0118-5942
141818800,government publications review part a,0196-335X
144250037,journal of applied accounting research,0967-5426
145630073,nuclear instruments and methods in physics research,0168-9002
146652483,general relativity and gravitation,0001-7701
148189957,journal of management history,1751-1348
150156781,experimental and applied acarology,
154517425,search,0004-9549
155719590,srx mathematics,
156484943,foundations of physics letters,0894-9875
156904493,signal image and video processing,1863-1703
157741683,invertebrate neuroscience,1354-2516
159161056,international journal of pediatrics,2345-5047
161221444,city & community,1535-6841
163559066,humanity,2151-4364
166492742,space weather the international journal of research and applications,1542-7390
170298539,international commentary on evidence,1554-4567
173391249,congenital heart disease,1747-079X
175334728,pathology patterns reviews,1542-2305
177349207,managerial law,0309-0558
179216261,reviews in molecular biotechnology,1389-0352
179344812,canadian journal of psychology revue canadienne de psychologie,
181994529,journal of diabetes,1753-0407
184406644,bulletin of engineering geology and the environment,1435-9529
185787987,fish & shellfish immunology,1050-4648
187900846,revista de psiquiatria clinica,0101-6083
192217950,mathematische annalen,0025-5831
192289867,journal of cardiovascular surgery,0021-9509
192896212,data handling in science and technology,0922-3487
196637695,american journal of physiology endocrinology and metabolism,0193-1849
197036594,nuclear structural engineering,0369-5816
197197320,physiology and molecular biology of plants,0974-0430
198214105,journal of the royal college of physicians of london,
199944782,ieee transactions on pattern analysis and machine intelligence,0162-8828
200132817,reviews on reactive species in chemical reactions,
201829030,progress in nuclear energy,0149-1970
202711182,word & image,0266-6286
205902839,interactive cardiovascular and thoracic surgery,1569-9285
937838360,the canadian journal of economics and political science,0315-4890
949736260,alcoholism & drug abuse weekly,1042-1394
958187607,american history,1076-8866
970561846,abi technik,0720-6763
971903698,theater heute,0040-5507
1029997211,alaska history,0890-6149
2479884170,journal of materials chemistry b,2050-750X
2502952424,ecs electrochemistry letters,2162-8726
2595171174,arxiv geometric topology,
2735884265,gastroenterology report,2304-1412
2736689145,journal of african american males in education,2153-9065
2736835521,tobacco control and public health in eastern europe,2222-2693
2736969387,linha d agua,0103-3638
2737354461,juridicas cuc,1692-3030
2737398841,cedille revista de estudios franceses,1699-4949
2737514612,ciencia & saude,1983-652X
2737584477,mediterranean journal of modeling and simulation,2335-1357
2737685543,revista finanzas y politica economica,2011-7663
2738082917,school community journal,1059-308X
2738269901,psicologia educativa revista de los psicologos de la educacion,
2738601923,journal of food and pharmaceutical sciences,2089-7200
2738621088,global social work,2013-6757
2738740032,imajinasi,1829-930X
2738785026,journal of collective bargaining in the academy,1941-8043
2738964976,uniciencia,1011-0275
2739036679,je lks journal of e learning and knowledge society,1826-6223
2739103833,journal of internet services and information security,
2739302778,serbian journal of anesthesia and intensive therapy,2217-7744
2739457260,journal of modern transportation,2095-087X
2754642263,archivio italiano di chirurgia,0004-024X
2755384784,reviews on environmental health,0048-7554
2764360210,journal of shenyang sport university,
2764361714,asian cinema,1059-440X
2764363912,journal economia chilena,
2764374989,the indian journal of tuberculosis,0019-5707
2764376972,journal of the legal aspects of sport,1072-0316
2764380582,platts energy business & technology,1540-367X
2764386380,harvard international review,0739-1854
2764394907,diet and nutrition in dementia and cognitive decline,
2764397506,studies in scottish literature,0039-3770
2764407753,journal of north china coal medical university,
2764414446,journal of the academy of equipment command & technology,
2764428695,journal of the korean society of plastic and reconstructive surgeons,
2764457604,shiraz e medical journal,1735-1391
2764469884,african journal of political science and international relations,1996-0832
2764481179,journal of economic development,0254-8372
2764482969,annals of faculty of economics,
2764486858,journal of aquaculture & marine biology,2378-3184
2764490469,rail engineering international,0141-4615
2764506998,journal of experimental hematology,
2764511577,the journal of the korean society of school health,
2764518247,voice of youth advocates,0160-4201
2764534297,archives of hydro engineering and environmental mechanics,
2764540231,the journal of transport history,
2764541639,bone reports,2352-1872
2764543442,bangladesh journal of medicine,1023-1986
2764547948,journal of chongqing jiaotong university,
2764584744,journal of the entomological society of british columbia,0071-0733
2764589147,journal of guangdong university of foreign studies,
2764598394,journal of shenyang institute of engineering,
2764622347,memoirs of the museum of victoria,
2764624146,journal of new medical technologies,
2764626104,journal of naval aeronautical and astronautical university,
2764630726,modern surveying and mapping,
2764640951,northeast historical archaeology,0048-0738
2764653721,aichi gakuin dental science,0916-2062
2764656757,journal of jinzhou medical college,
2764662505,overseas chinese history studies,
2764690089,occupational health review,0951-4600
2764705488,quarterly of the national writing project and the center for the study of writing and literacy,0896-3592
2764714657,thinking the journal of philosophy for children,0190-3330
2764722410,research in teaching,
2764724730,epitoanyag journal of silicate based and composite materials,
2764763052,industrial technology and vocational education,
2764766349,human neurobiology,0721-9075
2764775813,mongolian journal of international affairs,1023-3741
2764789172,asia pacific journal of science and technology,2539-6293
2764790136,journal of alpine research revue de geographie alpine,0035-1121
2764800706,quarterly journal of management and development process,
2764808410,water resources informatization,
2764810610,the journal of the dental association of thailand,0045-9917
2764816880,journal of religious gerontology,1050-2289
2764816989,hellenike iatrike,0258-2694
2764824871,journal of industrial and intelligent information,2301-3745
2764829635,journal of exercise movement and sport,
2764830346,thalassemia reports,2039-4357
2764837363,technology connection,1074-4851
2764844447,international bulletin of mission research,
2764848871,the journal of korean association of maxillofacial plastic and reconstructive surgeons,
2764850576,international journal of research in education and science,2148-9955
2764868064,tourism recreation research,0250-8281
2764870102,journalism and mass communication,2160-6595
2764870657,online heidelberg journal of religions on the internet,
2764870944,journal of maoming university,
2764871063,chinese journal of medical imaging technology,1003-3289
2764879841,keeping good companies,1444-7614
2764884928,the japanese journal of nutrition and dietetics,
2764887508,journal of human nutrition,0308-4329
2764892492,progress in applied mathematics,1925-251X
2764896216,journal of zhangjiakou vocational college of technology,
2764913019,science of sericulture,0257-4799
2764945394,transactions of materids and heat treatment,
2764948719,cultural history,2045-290X
2764949699,journal of chang an university,
2764957908,history studies international journal of history,
2764960358,nursing mirror,0029-6511
2764994459,laser technology,
2764998360,indonesian journal of agronomy,
2765009126,computing in economics and finance,
2765041180,journal of applied biosciences,1997-5902
2765061010,global ecology and conservation,2351-9894
2765064523,global logistics & supply chain strategies,1525-4887
2765067788,world iron & steel,
2898130194,bja cepd reviews,1472-2615
2898414897,revue d oncologie hematologie pediatrique,2213-4670
